Data>Curtdas>Comentarios>Compartilhamentos>Texto
19 h ·>237>6 comentários>19 compartilhamentos>
20 h ·>399>5 comentários>83 compartilhamentos>One more case could easily spark hundreds within 24 hours. The doctors and health officials know many cannot hold on for much longer
20 h ·>136>13 comentários>44 compartilhamentos>
20 h ·>4,2 mil>42 comentários>31 compartilhamentos>
20 h ·>1,2 mil>191 comentários>460 compartilhamentos>If [people who flout social distancing rules] went to work as I do every day and saw how catastrophic it really is, they would stay home,' says Dr David Nott
21 h ·>191>31 comentários>216 compartilhamentos>Two officers also caught escorting trucks loaded with booze
22 h ·>89>7 comentários>17 compartilhamentos>Russian grandmaster’s loss to an ‘alien opponent’ was a watershed moment for 20th century technology
23 h ·>1,7 mil>503 comentários>377 compartilhamentos>President threatened to veto aid bill over the issue
Ontem às 19:40 ·>253>162 comentários>21 compartilhamentos>
Ontem às 19:02 ·>314>300 comentários>144 compartilhamentos>What better way to spend your time while self-isolating!?
Ontem às 18:41 ·>123>10 comentários>82 compartilhamentos>Here's how
Ontem às 18:21 ·>136>37 comentários>20 compartilhamentos>'I want this as a baroque painting'
Ontem às 18:01 ·>111>101 comentários>10 compartilhamentos>
Ontem às 17:40 ·>88>11 comentários>6 compartilhamentos>
Ontem às 17:30 ·>79>8 comentários>30 compartilhamentos>Cuttlefish given 3D glasses to test how they determine distance
Ontem às 17:20 ·>123>7 comentários>7 compartilhamentos>When it comes to letting slip Marvel details, he's damned if he does and damned if he doesn't
Ontem às 17:01 ·>150>168 comentários>29 compartilhamentos>
Ontem às 16:40 ·>201>21 comentários>46 compartilhamentos>In California alone sales are up 159% compared to this time last year
Ontem às 16:20 ·>1,9 mil>288 comentários>1,8 mil compartilhamentos>‘They do total destruction'
Ontem às 16:01 ·>>423 comentários>2,4 mil compartilhamentos>
Ontem às 15:41 ·>54>25 comentários>3 compartilhamentos>‘I’ll make you a rich man if you kill Carole'
Ontem às 15:30 ·>313>8 comentários>16 compartilhamentos>Exhausted dog rescued from island after becoming stranded
Ontem às 15:21 ·>90>27 comentários>15 compartilhamentos>The sun is shining for the Easter weekend – but holidaymakers have to stay home. The pandemic has hit at cruel time for businesses who rely on them
Ontem às 15:02 ·>59>14 comentários>10 compartilhamentos>As the world endures lockdown to slow the spread of Covid-19, people from Hong Kong to Italy are trying to find a way to continue their normal lives
Ontem às 14:40 ·>816>793 comentários>170 compartilhamentos>Cheers!
Ontem às 14:20 ·>944>88 comentários>68 compartilhamentos>
Ontem às 14:02 ·>51>15 comentários>1 compartilhamento>'The man done a lot of stupid s***'
Ontem às 13:50 ·>1,1 mil>325 comentários>310 compartilhamentos>
Ontem às 13:40 ·>147>15 comentários>22 compartilhamentos>How the joys of a coming arrival have been turned upside down by Covid-19
Ontem às 13:30 ·>83>19 comentários>22 compartilhamentos>This lizard can paint. No, really
Ontem às 13:20 ·>3,8 mil>1,2 mil comentários>1,6 mil compartilhamentos>US becomes first country to record more than 2,000 people dying from coronavirus in one day
Ontem às 13:11 ·>315>37 comentários>40 compartilhamentos>Health ministry official says more than quarter of transmissions take place on public transport
Ontem às 13:00 ·>308>57 comentários>31 compartilhamentos>Fair enough
Ontem às 13:00 ·>308>57 comentários>31 compartilhamentos>Fair enough
Ontem às 12:45 ·>48>46 comentários>10 compartilhamentos>He called Joe Exotic ‘unbelievably cruel’
Ontem às 12:31 ·>5,7 mil>1,2 mil comentários>3,9 mil compartilhamentos>BREAKING
Ontem às 12:20 ·>211>68 comentários>24 compartilhamentos>
Ontem às 12:10 ·>211>153 comentários>58 compartilhamentos>
Ontem às 12:01 ·>314>441 comentários>26 compartilhamentos>
Ontem às 11:50 ·>487>220 comentários>130 compartilhamentos>"I don't care if you just came back from the doctor and he gave you the worst possible prognosis meaning it's over!"
Ontem às 11:40 ·>1 mil>860 comentários>294 compartilhamentos>Prime minister appears close to tears as he speaks after being released from hospital
Ontem às 11:30 ·>512>37 comentários>41 compartilhamentos>A family found an adorable baby seal clambering into a castle... 15 miles from the sea
Ontem às 11:20 ·>1,9 mil>156 comentários>697 compartilhamentos>
Ontem às 11:10 ·>656>76 comentários>191 compartilhamentos>BREAKING
Ontem às 11:01 ·>808>537 comentários>330 compartilhamentos>Instead, he was "unhappy" with his advisers for putting it in writing
Ontem às 10:46 ·>857>383 comentários>143 compartilhamentos>BREAKING
Ontem às 10:33 ·>3,1 mil>788 comentários>1 mil compartilhamentos>BREAKING
Ontem às 10:21 ·>189>171 comentários>25 compartilhamentos>None of us can be shielded from facing hardship at this time, even if it is worse for those in less fortunate positions
Ontem às 10:10 ·>777>35 comentários>85 compartilhamentos>
Ontem às 10:01 ·>4,2 mil>1,3 mil comentários>2 mil compartilhamentos>By sending the signal that these failings have been exaggerated in our minds, the needs of those who are struggling the most risk being downplayed or ignored entirely
Ontem às 09:45 ·>65>47 comentários>3 compartilhamentos>'I was just like, ‘F*** these fans’
Ontem às 09:30 ·>2,7 mil>1,2 mil comentários>641 compartilhamentos>BREAKING
Ontem às 09:21 ·>810>129 comentários>200 compartilhamentos>On wards filled with the sickest patients, NHS workers are being stretched to their limits by the relentless rise of Covid-19
Ontem às 09:11 ·>8 mil>545 comentários>2,5 mil compartilhamentos>BREAKING
Ontem às 09:01 ·>103>64 comentários>11 compartilhamentos>
Ontem às 08:21 ·>152>96 comentários>41 compartilhamentos>
Ontem às 08:01 ·>221>94 comentários>13 compartilhamentos>“It was trending. There were comments like, ‘I don’t like her anymore because as soon as she turns 18 she’s a w***e."
Ontem às 07:52 ·>531>423 comentários>48 compartilhamentos>
Ontem às 07:50 ·>994>52 comentários>65 compartilhamentos>‘A mighty racer and gentleman’
Ontem às 07:41 ·>140>96 comentários>37 compartilhamentos>"If you'd told me you'd get me to donate to a 'Save The Sun' campaign, I'd never have believed you. Read to the end."
Ontem às 07:30 ·>1,9 mil>52 comentários>370 compartilhamentos>Clever ducks dodge diving bald eagle time and time again
Ontem às 07:21 ·>2,8 mil>1,3 mil comentários>1,9 mil compartilhamentos>Trump described as "dangerous idiot” after latest statement
Ontem às 07:10 ·>262>103 comentários>21 compartilhamentos>
Ontem às 07:01 ·>3,2 mil>1 mil comentários>358 compartilhamentos>'He's gonna die in prison – good riddance'
Ontem às 06:50 ·>1,1 mil>323 comentários>149 compartilhamentos>BREAKING
Ontem às 06:41 ·>6,9 mil>441 comentários>2,3 mil compartilhamentos>BREAKING
Ontem às 06:41 ·>6,9 mil>441 comentários>2,3 mil compartilhamentos>BREAKING
Ontem às 06:30 ·>1 mil>719 comentários>336 compartilhamentos>"The UK is likely to be certainly one of the worst, if not the worst affected country in Europe”
Ontem às 06:21 ·>610>555 comentários>72 compartilhamentos>Almost half of those questioned say they would like Britain to rejoin the European Union
Ontem às 06:10 ·>55>20 comentários>4 compartilhamentos>The latest on the impact of the virus around the world
Ontem às 06:01 ·>331>177 comentários>107 compartilhamentos>
Ontem às 05:50 ·>2,8 mil>1,8 mil comentários>606 compartilhamentos>"I can't thank them enough. I owe them my life."
Ontem às 05:41 ·>1,3 mil>648 comentários>699 compartilhamentos>"As of 9am today there have been: 300,000; 34; 974,000 tests carried out."
Ontem às 05:30 ·>570>35 comentários>287 compartilhamentos>The Earth 'sings' when it's hit by a solar storm - and this is what it sounds like
Ontem às 05:21 ·>251>78 comentários>42 compartilhamentos>
Ontem às 05:21 ·>251>78 comentários>42 compartilhamentos>
Ontem às 05:10 ·>473>324 comentários>106 compartilhamentos>BREAKING
Ontem às 05:01 ·>249>544 comentários>44 compartilhamentos>
Ontem às 04:50 ·>1,3 mil>40 comentários>122 compartilhamentos>'When I get home I’m going to tell all of my neighbours how marvellous the nurses are here'
Ontem às 04:40 ·>180>362 comentários>28 compartilhamentos>
Ontem às 04:31 ·>422>51 comentários>28 compartilhamentos>
Ontem às 04:20 ·>122>67 comentários>4 compartilhamentos>'I’ve spread out the chairs in the office precisely to follow the social distancing rules, so we do follow the rules in the office'
Ontem às 04:01 ·>63>20 comentários>15 compartilhamentos>It comes as food banks report widespread increase in use, and just weeks after panic buying saw supermarket shelves cleared of vital everyday necessities
Ontem às 03:40 ·>151>22 comentários>33 compartilhamentos>People have a lot of questions
Ontem às 03:40 ·>1,2 mil>82 comentários>839 compartilhamentos>'This is a big eruption for this volcano'
Ontem às 03:20 ·>2,3 mil>611 comentários>131 compartilhamentos>'Watching everyone’s reaction to Joe Exotic was far better than the series itself'
Ontem às 03:01 ·>69>8 comentários>7 compartilhamentos>Experts are now telling people to ignore this advice
Ontem às 02:37 ·>1 mil>529 comentários>282 compartilhamentos>
Ontem às 02:15 ·>494>104 comentários>138 compartilhamentos>Hong Kong and Taiwan each had one tour group that seperately visitied Egypt, where multiple travellers developed coronavirus symptoms and fell ill
Ontem às 02:01 ·>926>724 comentários>286 compartilhamentos>'This is so much better I am actually livid'
Ontem às 01:06 ·>620>112 comentários>472 compartilhamentos>Youngster founded network, shared bomb-making tips and encouraged attacks on major cities
Ontem às 00:47 ·>422>47 comentários>13 compartilhamentos>
Ontem às 00:27 ·>149>68 comentários>39 compartilhamentos>
11 de abril às 23:30 ·>271>277 comentários>49 compartilhamentos>
11 de abril às 22:01 ·>383>35 comentários>34 compartilhamentos>Initial guidelines tell employees to not share symptoms or diagnoses on social media
11 de abril às 19:01 ·>385>191 comentários>45 compartilhamentos>White House claims broadcaster used communist government statistics to compare China’s coronavirus death toll to America’s
11 de abril às 18:40 ·>48>14 comentários>4 compartilhamentos>And you thought your roommates were bad...
11 de abril às 18:20 ·>1,8 mil>682 comentários>744 compartilhamentos>
11 de abril às 18:01 ·>2,7 mil>333 comentários>227 compartilhamentos>
11 de abril às 17:40 ·>11 mil>1,9 mil comentários>2,1 mil compartilhamentos>
11 de abril às 17:40 ·>11 mil>1,9 mil comentários>2,1 mil compartilhamentos>
11 de abril às 17:30 ·>6,3 mil>459 comentários>1,6 mil compartilhamentos>Footage of a coyote and badger hunting together could be a world first
11 de abril às 17:20 ·>27>6 comentários>2 compartilhamentos>
11 de abril às 17:00 ·>437>363 comentários>128 compartilhamentos>More than 30 acts of arson and vandalism have taken place against wireless towers and other telecom gear this month
11 de abril às 16:40 ·>62>59 comentários>14 compartilhamentos>The dangerous conspiracy theories have been shared millions of times
11 de abril às 16:20 ·>157>26 comentários>29 compartilhamentos>
11 de abril às 16:01 ·>302>108 comentários>74 compartilhamentos>
11 de abril às 15:40 ·>108>36 comentários>10 compartilhamentos>Majority of offences take place in supermarkets and shops, figures show
11 de abril às 15:30 ·>1,6 mil>1,3 mil comentários>331 compartilhamentos>Alpaca filmed trying to get a piggyback from a pig
11 de abril às 15:29 ·>304>175 comentários>41 compartilhamentos>‘By keeping apart we keep others safe,’ says Elizabeth II in pre-recorded message
11 de abril às 15:20 ·>457>41 comentários>29 compartilhamentos>The item was described as “very rare and valuable”
11 de abril às 15:01 ·>5,9 mil>417 comentários>722 compartilhamentos>‘I’ve already lost my home in Syria. I don’t want to lose another’
11 de abril às 14:41 ·>139>78 comentários>16 compartilhamentos>"Is that my family coming to see me before I die, no no that’s just Ross Kemp and a camera crew."
11 de abril às 14:21 ·>175>35 comentários>13 compartilhamentos>'I felt like an enabler in helping write a song as bleak as that song was'
11 de abril às 14:10 ·>1,4 mil>736 comentários>935 compartilhamentos>Antibiotics work against bacteria, coronavirus is... a virus.
11 de abril às 14:01 ·>162>60 comentários>47 compartilhamentos>"There are a number of potential exit strategies, but app-based contact tracing combined with mass-testing is the key."
11 de abril às 13:50 ·>357>91 comentários>15 compartilhamentos>Don’t believe the hype, Netflix still hasn’t made a good romantic comedy
11 de abril às 13:50 ·>357>91 comentários>15 compartilhamentos>Don’t believe the hype, Netflix still hasn’t made a good romantic comedy
11 de abril às 13:40 ·>774>277 comentários>127 compartilhamentos>
11 de abril às 13:30 ·>546>157 comentários>130 compartilhamentos>This is the moment when a pair of adorable penguins lost track of their friend on the ice
11 de abril às 13:20 ·>79>64 comentários>5 compartilhamentos>Once the current crisis surrounding Covid-19 settles, any budding artist that needs to come to the UK would still face an insurmountable challenge
11 de abril às 13:11 ·>1,9 mil>1,4 mil comentários>668 compartilhamentos>BREAKING
11 de abril às 13:00 ·>1,1 mil>496 comentários>282 compartilhamentos>BREAKING
11 de abril às 12:41 ·>2,4 mil>554 comentários>632 compartilhamentos>BREAKING
11 de abril às 12:21 ·>293>87 comentários>61 compartilhamentos>People are 'so frightened that they’re just not ringing their GP or going to the hospital'
11 de abril às 12:00 ·>1,9 mil>484 comentários>96 compartilhamentos>"I haven't had an acting job since."
11 de abril às 12:00 ·>1,9 mil>484 comentários>96 compartilhamentos>"I haven't had an acting job since."
11 de abril às 11:50 ·>310>382 comentários>15 compartilhamentos>New Labour leader enjoys positive satisfaction ratings, but many voters yet to make up their minds on him
11 de abril às 11:40 ·>58>11 comentários>1 compartilhamento>4. Danny Welbeck
11 de abril às 11:30 ·>83>28 comentários>18 compartilhamentos>This 3D printed hand can play the piano better than you
11 de abril às 11:20 ·>7,7 mil>1,3 mil comentários>1,6 mil compartilhamentos>‘I have to go to work fearing I’m going to bring it home to my family because of people like you’
11 de abril às 11:01 ·>>943 comentários>7,3 mil compartilhamentos>
11 de abril às 10:50 ·>631>295 comentários>171 compartilhamentos>Under coronavirus regulations you begin to understand what people of colour have always had to deal with
11 de abril às 10:41 ·>557>130 comentários>109 compartilhamentos>The sale of wild animals has devastating consequences for human health and global action must be taken to cut the risk of future pandemics
11 de abril às 10:31 ·>1,6 mil>435 comentários>332 compartilhamentos>BREAKING
11 de abril às 10:20 ·>353>94 comentários>72 compartilhamentos>
11 de abril às 10:00 ·>5,5 mil>2,3 mil comentários>660 compartilhamentos>Carole Baskin lashes out in first interview since Netflix smash aired
11 de abril às 09:40 ·>482>225 comentários>32 compartilhamentos>"The octopus legs attach to her face as it fights while its head is eaten."
11 de abril às 09:30 ·>1,9 mil>176 comentários>509 compartilhamentos>People didn't know owls could swim until they saw this incredible video
11 de abril às 09:20 ·>82>56 comentários>6 compartilhamentos>‘People around me at that time made me think I had a shot’
11 de abril às 09:10 ·>195>242 comentários>41 compartilhamentos>Deputy chief medical officer also warned the UK are in a “dangerous phase”
11 de abril às 09:01 ·>299>45 comentários>53 compartilhamentos>
11 de abril às 08:40 ·>1,2 mil>186 comentários>377 compartilhamentos>Police officers being called to 'more and more' coronavirus deaths in houses and care homes
11 de abril às 08:30 ·>1 mil>716 comentários>444 compartilhamentos>
11 de abril às 08:20 ·>254>194 comentários>39 compartilhamentos>"Does it mean the reason they're dying from coronavirus at a higher rate is because of them and not systemic racism?"
11 de abril às 08:02 ·>64>7 comentários>5 compartilhamentos>By her own confession, she may be a “pain in the a**”
11 de abril às 07:57 ·>510>291 comentários>45 compartilhamentos>
11 de abril às 07:40 ·>2,1 mil>717 comentários>1,3 mil compartilhamentos>'I think there’s a high chance that it will work based on other things that we have done with this type of vaccine'
11 de abril às 07:30 ·>5,7 mil>173 comentários>644 compartilhamentos>Brave divers rescue a shark tied up in rope
11 de abril às 07:20 ·>112>91 comentários>40 compartilhamentos>
11 de abril às 07:11 ·>135>47 comentários>33 compartilhamentos>Health secretary says weekend will be ‘test of nation’s resolve’ as he warns people to stay indoors
11 de abril às 07:11 ·>135>47 comentários>33 compartilhamentos>Health secretary says weekend will be ‘test of nation’s resolve’ as he warns people to stay indoors
11 de abril às 07:00 ·>2,7 mil>780 comentários>1,1 mil compartilhamentos>Confirmed infections in America surge past 500,000
11 de abril às 06:40 ·>735>354 comentários>194 compartilhamentos>"My heart goes out to each and every one."
11 de abril às 06:20 ·>2,4 mil>631 comentários>1,3 mil compartilhamentos>“There is no PPE equipment that is more precious a resource than a healthcare worker’s life, a nurse’s life, a doctor’s life"
11 de abril às 06:00 ·>65>33 comentários>11 compartilhamentos>
11 de abril às 05:41 ·>4,5 mil>998 comentários>1,2 mil compartilhamentos>BREAKING
11 de abril às 05:30 ·>727>118 comentários>91 compartilhamentos>Hero waiter falls over with four plates and doesn't drop a single one
11 de abril às 05:21 ·>477>45 comentários>33 compartilhamentos>
11 de abril às 05:01 ·>1,5 mil>1,4 mil comentários>1 mil compartilhamentos>
11 de abril às 05:01 ·>1,5 mil>1,4 mil comentários>1 mil compartilhamentos>
11 de abril às 04:41 ·>141>144 comentários>30 compartilhamentos>
11 de abril às 04:21 ·>6,4 mil>1,1 mil comentários>717 compartilhamentos>"We miss you too."
11 de abril às 04:01 ·>81>7 comentários>14 compartilhamentos>"We are already working with Zoom to enhance its security settings and make these security measures clear and easy to follow."
11 de abril às 03:41 ·>717>335 comentários>340 compartilhamentos>Add it to your vocabulary
11 de abril às 03:20 ·>1,5 mil>365 comentários>326 compartilhamentos>“Our current social security system is overly complicated, and actively discourages work because the loss of benefits when a person start work can often leave them losing money. People are suffering from the pandemic because they are doing the right thing by government. Now the government must do the right thing by the people.”
11 de abril às 03:01 ·>449>51 comentários>43 compartilhamentos>The hotel is offering complimentary lodgings for health workers during the coronavirus pandemic
11 de abril às 02:47 ·>4,2 mil>439 comentários>1,7 mil compartilhamentos>
11 de abril às 02:33 ·>1,8 mil>876 comentários>245 compartilhamentos>
11 de abril às 02:33 ·>1,8 mil>876 comentários>245 compartilhamentos>
11 de abril às 02:17 ·>482>53 comentários>183 compartilhamentos>“Facial masks will be compulsory for anyone stepping out of their house - cloth mask shall be eligible too.”
11 de abril às 02:02 ·>631>277 comentários>75 compartilhamentos>Hoteliers are accused of shutting their doors on the homeless population of Los Angeles during the coronavirus pandemic to protect their image.
11 de abril às 01:46 ·>642>34 comentários>142 compartilhamentos>Sanctuaries close in effort to prevent cross-species infection
11 de abril às 01:30 ·>444>282 comentários>84 compartilhamentos>“If you don’t believe undocumented workers should have access to relief during #COVID19, does that mean you’re willing return the billions they pay in taxes each year?”
11 de abril às 00:44 ·>370>49 comentários>129 compartilhamentos>"Digging up coal is making less and less business sense, but it’s awful impact on the planet will only decrease if it’s fully consigned to history."
10 de abril às 23:45 ·>926>425 comentários>412 compartilhamentos>
10 de abril às 23:08 ·>5,7 mil>489 comentários>1,2 mil compartilhamentos>“In these difficult days, we are not forgetting our friends and leaving food and water in front of our homes.”
10 de abril às 22:50 ·>225>83 comentários>101 compartilhamentos>
10 de abril às 22:34 ·>180>106 comentários>47 compartilhamentos>Taiwan says it has been shut out of key timely information throughout the crisis because China - which claims it as part of its territory - won't let it become a WHO member state.
10 de abril às 22:18 ·>483>412 comentários>242 compartilhamentos>
10 de abril às 22:00 ·>392>160 comentários>247 compartilhamentos>"Those who are overweight really need to be careful. That is why we’re worried about our friends in America, where the problem of obesity is well known and where they will probably have the most problems because of obesity.”
10 de abril às 21:40 ·>274>47 comentários>79 compartilhamentos>
10 de abril às 21:20 ·>167>125 comentários>7 compartilhamentos>“I don’t wanna be horrible or disrespectful in any way, but have you seen the size of his head?”
10 de abril às 21:00 ·>332>94 comentários>75 compartilhamentos>The number of Americans seeking aid has soared in recent weeks, with 10,000 families arriving at one California food bank in a single day, as Donald Trump attempts to reassure a "big bounce" is coming.
10 de abril às 20:41 ·>204>11 comentários>30 compartilhamentos>
10 de abril às 20:21 ·>538>32 comentários>115 compartilhamentos>“The Indigenous Peoples of the nations of the Amazon are under siege, and with us, the territories we have protected for generations.”
10 de abril às 20:01 ·>1,3 mil>93 comentários>122 compartilhamentos>
10 de abril às 19:41 ·>149>16 comentários>33 compartilhamentos>Employees in at least 64 of its warehouses and shipping facilities have tested positive for Covid-19, the disease the virus causes, and workers have spoken out about the risks inherent in their working conditions.
10 de abril às 19:21 ·>434>289 comentários>142 compartilhamentos>
10 de abril às 19:10 ·>1,6 mil>135 comentários>43 compartilhamentos>She's had some thoughts
10 de abril às 19:01 ·>121>20 comentários>20 compartilhamentos>“Gary Locke is as American as the day is long.”
